id,groupId,name,category,imageUrl,description,createdAt,updatedAt,coordinates,isFavorite,isVisited,notes,order,yaMapUrl,userId
cmlo02vt20001ay5li5uspw0m,cmlntj8vx0001deuwrf41d6f4,Музей-мельница (деревня Сергово),Культура,https://35photo.pro/photos_main/1574/7872409.jpg,"«Музей-мельница» — это музей, расположенный в ветряной мельнице, которая была построена 100 лет назад и до сих пор существует в своем первозданном виде. В музее можно увидеть внутреннее устройство настоящей мельницы голландского типа, а также предметы хозяйского быта крестьянской семьи. Большинство экспонатов можно подержать в руках и попробовать в работе. В ходе экскурсии можно увидеть и попробовать технологию получения муки от сжатого колоска до муки, технологию получения льняной ткани и много еще всего интересного.",2026-02-15 17:09:21.926,2026-02-15 21:21:19.145,"[58.3588, 31.092252]",f,f,[],13,https://yandex.ru/maps/-/CPUzfU7g,cmjmw1dtu000010mlvrhu3o7o
cmm1rfyrs000bvqr29rd4sti8,cmm0du8uj0001uw783yzijbcz,Мавзолей cупругу благодетелю,Культура,https://avatars.mds.yandex.net/get-altay/14675673/2a0000019642319f043a5ae554983feb7166/XXXL,"Мавзолей супругу благодетелю — это монументальное здание, расположенное в глубине Павловского парка. Оно было построено вдовствующей императрицей Марией Федоровной в память о своем супруге, императоре Павле I.",2026-02-25 08:16:22.216,2026-02-25 08:36:54.443,"[59.693366, 30.466424]",f,f,[],8,https://yandex.ru/maps/-/CPefZ0zs,cmjmw1dtu000010mlvrhu3o7o
cmlo0qk8v0009h5at9tpjljjx,cmlntj8vx0001deuwrf41d6f4,Ярославово Дворище и Торг,Культура,https://avatars.mds.yandex.net/get-altay/16309447/2a0000019bf630888e484e5f42168bca313c/XXXL,"Ярославово Дворище и Торг — это архитектурный ансамбль на Торговой стороне Великого Новгорода, основанный, по преданию, Ярославом Мудрым. Ансамбль памятников входит в список всемирного наследия ЮНЕСКО. Некоторым постройкам более 800 лет. Здесь можно увидеть аркаду Гостиного двора, собор, который остался без реставрации, и фонтан в виде круглого стола с гербами государств Ганзейского союза. Летом, проплывая под пешеходным мостом, можно загадать желание.",2026-02-15 17:27:46.687,2026-02-15 21:21:19.145,"[58.518784, 31.284666]",f,t,[],2,https://yandex.ru/maps/-/CPUz7E4V,cmjmw1dtu000010mlvrhu3o7o
cmley9hg400033d4g9hwozdp2,cmley5xau00013d4gltteuro2,Каньон реки Ящера,Природа,https://avatars.mds.yandex.net/get-altay/9237948/2a00000189840a2e051f082f086da7900dc0/XXXL,"Каньон реки Ящера — это живописное место, расположенное в Лужском районе Ленинградской области.  Здесь можно увидеть скалы из белого песчаника, которые достигают высоты пятиэтажного дома, а также наскальную живопись и пещеры. Кроме того, в этом районе есть площадки для установки палаток и сбора ягод и грибов.",2026-02-09 09:08:35.093,2026-02-15 18:10:01.907,"[58.896038, 29.84072]",f,f,[],3,https://yandex.ru/maps/-/CPQUnVll,cmjmw1dtu000010mlvrhu3o7o
cmm1rkv0y000hvqr2v0tuvilt,cmm0du8uj0001uw783yzijbcz,Круг белых берёз,Природа,https://avatars.mds.yandex.net/get-altay/10456159/2a0000018b853568f41317451db5897e6c5d/XXXL,"«Круг белых берёз» — это живописный уголок Павловского парка, окруженный березовыми деревьями, высаженными в форме круга. Вокруг поляны проходит круговая тропинка, от которой отходят аллеи. В этом тихом уголке парка можно отдохнуть на скамейках, наслаждаясь ароматом листвы и пением птиц.",2026-02-25 08:20:10.642,2026-02-25 08:36:54.443,"[59.695566, 30.479207]",f,f,[],11,https://yandex.ru/maps/-/CPefb04F,cmjmw1dtu000010mlvrhu3o7o
cmm9587ne000689o830xjncfo,cmm921dl5000110a340biilig,Церковь Рождества Пресвятой Богородицы,Церковь,https://avatars.mds.yandex.net/get-altay/9331640/2a000001883d10f30a5643a4cfcc8f74faba/XXXL,"Изначально принадлежала женскому монастырю, основанному преподобным Серапионом Изборским. В 1764 году монастырь упразднён, и церковь стала приходской. Церковь является действующим храмом, уникальным объектом древнего русского зодчества и памятником русской истории. ",2026-03-02 12:16:38.331,2026-03-02 12:16:40.988,"[57.70872, 27.864424]",f,f,[],5,https://yandex.ru/maps/-/CPqvqFY8,cmjmw1dtu000010mlvrhu3o7o
cmm1rxhup0002frh7jqo31f2q,cmm0du8uj0001uw783yzijbcz,Парк Мариенталь,Природа,https://avatars.mds.yandex.net/get-altay/16431464/2a00000197a31291f5f28e1256dd19c692b5/XXXL,"Крепость Мариенталь — это восстановленный из послевоенных руин и во многом воссозданный заново ретроотель, расположенный в долине реки Славянки, в местности, ранее называвшейся Мариенталь. Сейчас здесь находится отель и ресторан «БИП».

«Парк Мариенталь» — это второй по величине парк в Павловске, расположенный между улицами Садовой, Красного Курсанта, Мариинской, Елизаветинской, Госпитальной и Просвещения. Он был разбит в 1790-х годах по проекту архитектора Ч. Камерона. В центре парка находится Мариентальский пруд на реке Славянке.

Через парк протекают реки Тызьва и безымянный ручей, являющиеся притоками Славянки. В парке находятся три пруда-памятника. «Парк Мариенталь» является объектом культурного наследия федерального значения и входит в перечень зеленых зон общего пользования.",2026-02-25 08:30:00.097,2026-02-25 08:36:54.443,"[59.681625, 30.448103]",f,f,[],12,https://yandex.ru/maps/-/CPejA4PL,cmjmw1dtu000010mlvrhu3o7o
cmm4v1nsu000dwg3x5wz48lx7,cmm4umu1v0001wg3xii3mwccq,Парк Института физиологии имени И. П. Павлова,Природа,https://avatars.mds.yandex.net/get-altay/10637174/2a0000018ab78bd4db68bcf5609fe4139f68/XXXL,"Парк Института физиологии имени И. П. Павлова — это живописное место, расположенное на Колтушских высотах, рядом с Колтушским озером. Здесь можно прогуляться по тенистым аллеям, насладиться пением птиц и увидеть белок. Зимой в парке работает лыжная трасса, а летом проводятся марафоны. На территории парка находится музей, где можно узнать много интересного о жизни и работе И. П. Павлова.",2026-02-27 12:20:31.806,2026-02-27 13:31:34.602,"[59.937256, 30.653784]",f,f,[],7,https://yandex.ru/maps/-/CPehBPij,cmjmw1dtu000010mlvrhu3o7o
cmlqqh5fq000aqu5t7uezkjf4,cmlqng3uz0007jcd5k7ji4xbv,Оленья ферма Ранчо Авенсис,Природа,https://avatars.mds.yandex.net/get-altay/10879408/2a00000190bfae96a9e64b5dae802a9e0ec4/XXXL,"Конный клуб «Оленья ферма Ранчо Авенсис» — это место, где вы можете не только покататься на лошадях, но и познакомиться с другими животными, такими как олени, верблюды, ламы, ослики, павлины, еноты, белки и многие другие. На территории клуба есть детская площадка, батут, зимняя горка и кафе, где вы можете насладиться горячим чаем или глинтвейном. Кроме того, клуб проводит занятия по верховой езде и иппотерапии.",2026-02-17 15:03:49.958,2026-02-17 15:54:28.01,"[59.593415, 30.284738]",f,f,[],8,https://yandex.ru/maps/-/CPUdVN9f,cmjmw1dtu000010mlvrhu3o7o
cmleyesl900073d4gkkwji8ku,cmley5xau00013d4gltteuro2,Иоанно-Богословский Череменецкий мужской монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/1077949/2a00000168a5728b5a83f7db4da79a0b78e3/XXXL,"Иоанно-Богословский Череменецкий мужской монастырь расположен на одном из островов живописного Череменецкого озера, недалеко от города Луги. По легенде, во времена царствования великого московского князя Иоанна III в 1478 году на острове явилась икона святого апостола и евангелиста Иоанна Богослова. Князь, услышав об этом явлении, повелел основать на острове монастырь во имя этого святого. В 1680 году монастырь сильно пострадал от нападений литовцев, были сожжены все монашеские кельи. В 1707 году возвели каменный храм Преображения Господня, сохранившийся до наших дней. После октября 1917 года обитель закрыли, а здания отдали сельхозкоммуне «Красный Октябрь». В 1997 году по благословению митрополита Санкт-Петербургского и Ладожского Владимира монастырь возобновлён. 21 мая 1999 года, на престольный праздник монастыря из Казанского собора города Луги в обитель перенесена икона святого апостола и евангелиста Иоанна Богослова.",2026-02-09 09:12:42.814,2026-02-15 18:10:01.907,"[58.605349, 29.958472]",f,f,[],2,https://yandex.ru/maps/-/CPQUrDm7,cmjmw1dtu000010mlvrhu3o7o
cmlo0hln70004h5atz9g6e5ih,cmlntj8vx0001deuwrf41d6f4,Пляж (Юрьево),Природа,https://avatars.mds.yandex.net/get-altay/5487188/2a0000017d75567dcf1d444d4b7eabf2af31/XXXL,"Этот пляж расположен в Великом Новгороде, у стен Юрьевского монастыря, на берегу реки Волхов. Он имеет песчаный берег и дно, что делает его идеальным местом для семейного отдыха. Глубина у берега позволяет купаться даже маленьким детям. На пляже есть кабинки для переодевания, а также дежурят спасатели.",2026-02-15 17:20:48.595,2026-02-15 21:21:19.145,"[58.484816, 31.284243]",f,f,[],11,https://yandex.ru/maps/-/CPUzrTmc,cmjmw1dtu000010mlvrhu3o7o
cmm9iz53k0003uxt1klsqdbek,cmm0fyp70000110m4vxamin3v,Невский парк,Природа,https://avatars.mds.yandex.net/get-altay/9829646/2a0000019021a25b8b37b047e15c625d210c/XXXL,"Парк был обустроен в первые послевоенные годы, когда посёлок начали заселять заново, сюда приезжали переселенцы из разоренных войной областей. В парке есть сцена для проведения мероприятий. Также здесь можно осмотреть:
- Старинную аллею.
- Фонтан.
- Смотровые площадки.

Рядом с парком находится спуск к Неве и причал, где летом проплывают яхты, теплоходы и другие суда.",2026-03-02 18:41:29.744,2026-03-02 18:41:29.744,"[59.841374, 30.940217]",f,t,[],3,https://yandex.ru/maps/-/CPqKBTNw,cmjmw1dtu000010mlvrhu3o7o
cmkws057v00031043970eruea,cmkvbalj70001nhn8d6tsk8rs,Дом-музей Героя Советского Союза В.В.Талалихина (село Тепловка),Культура,https://avatars.mds.yandex.net/get-altay/3683342/2a00000176aa8fc9c32c3531c88589d2be0c/XXXL,"Дом-музей и памятник Талалихину созданы по проекту Вячеслава Володина. Который бережно сохраняет память о наших героях-земляках, помогая устанавливать и реконструировать памятники, восстанавливать исторические здания.",2026-01-27 15:53:30.475,2026-02-15 21:20:01.798,"[52.153083, 47.501717]",t,f,[],7,https://yandex.ru/maps/-/CLx7uXMe,cmjmw1dtu000010mlvrhu3o7o
cmlo0w13h000eh5atz8pq8g8a,cmlntj8vx0001deuwrf41d6f4,Церковь Спаса Преображения на Нередице,Церковь,https://avatars.mds.yandex.net/get-altay/1987173/2a0000016b4638194b6867682d83e2cd394b/XXXL,"Церковь Спаса на Нередице. Построена в 1198 князем Ярославом Владимировичем. Последняя дворцовая княжеская церковь Новгорода. Была слегка перестроена под псевдовизантию при реставрации в 1904, колокольни лишилась в Великую Отечественную войну. Сейчас восстановлена в первоначальном виде. Частично сохранились фрески. Памятник ЮНЕСКО.",2026-02-15 17:32:01.805,2026-02-15 21:21:19.145,"[58.497161, 31.311486]",f,f,[],16,https://yandex.ru/maps/-/CPU7AYI5,cmjmw1dtu000010mlvrhu3o7o
cmlf8odg20007c30jta5y96yy,cmlf36itm0001xisdg1njyrry,Церковь Георгия Победоносца,Церковь,https://avatars.mds.yandex.net/get-altay/16487000/2a0000019a02c2eb5ea18187eb2cc2d4af7e/XXXL,Известная икона Божьей Матери. Был приходской церковью Достоевского и его семьи.,2026-02-09 14:00:05.906,2026-02-13 10:03:55.743,"[57.983914, 31.358325]",f,f,[],5,https://yandex.ru/maps/-/CPQib8pB,cmjmw1dtu000010mlvrhu3o7o
cmlntxwad0005yfs8sv51jvrr,cmlntj8vx0001deuwrf41d6f4,Покровский Зверин женский монастырь,Церковь,https://avatars.mds.yandex.net/get-altay/9954022/2a00000189ca2f41ac1c548edc23ae2980c6/XXXL,"Каменный храм св. Симеона Богоприимца сооружен в Зверине монастыре в 1467 году на месте деревянной обыденной церкви при участии Архиепископа Ионы, изображение которого увековечено на фресках храма. В настоящее время в храме расположен музей. Очень хорошее состояние фресок. Архитектурной особенностью храма является его двухэтажное построение при небольших размерах самого храма. Собственно, сама церковь располагалась на 2-ом этаже, а первый этаж являлся служебным помещением. Церковь Покрова Зверина монастыря построена в 1399г. Восстановлена в 1973 году с выявлением на фасадах архитектурных форм и декора 14-го века. Конкретно в ней служба не проходит. Действующим является Собор Покрова.",2026-02-15 14:17:31.573,2026-02-15 21:21:19.145,"[58.53622, 31.276144]",f,t,[],4,https://yandex.ru/maps/-/CPUrnU2T,cmjmw1dtu000010mlvrhu3o7o
cmloysmm9000q135b8ykpue5t,cmlo3ctq90003mulqxgdzgvzl,Усадьба помещика Неклюдова,Культура,https://avatars.mds.yandex.net/get-altay/9822373/2a00000192d86039f28e8e2ec7797899755d/XXXL,"Усадьба помещика Неклюдова — это отреставрированное здание в неоготическом стиле, расположенное на берегу реки Мста. Посетители могут прогуляться по территории усадьбы, где сохранились остатки старого парка, а также посетить навесной мост через реку. В усадьбе проводятся экскурсии, иммерсивные спектакли и квесты.",2026-02-16 09:21:10.017,2026-02-20 13:31:42.039,"[58.421862, 33.879974]",f,f,[],11,https://yandex.ru/maps/-/CPUS7Yj-,cmjmw1dtu000010mlvrhu3o7o
cmkvipawz000136vgfvm662d9,cmkvbalj70001nhn8d6tsk8rs,Городской парк,Природа,https://avatars.mds.yandex.net/get-altay/4336915/2a0000017a602b92c27f3e611d497c57aab9/XXXL,"«Городской парк» — это многофункциональный парк, который подходит для семейного отдыха. Здесь есть пруд с утками и лебедями, а также мини-зоопарк с кроликами, павлинами и филином. Кроме того, в парке есть спортивная площадка с тренажерами и поля для футбола, тенниса, волейбола и баскетбола. Также в парке есть сцена, где проводятся концерты и другие мероприятия.",2026-01-26 18:45:21.923,2026-02-27 20:50:44.391,"[52.050208, 47.38781]",t,t,[],4,https://yandex.ru/maps/-/CLx7AVy4,cmjmw1dtu000010mlvrhu3o7o
cmlqd33qi0003iido089qkd3a,cmlqazm5s0001z0fx9dhamjej,Церковь Николая Чудотворца (гп. Лебяжье),Церковь,https://avatars.mds.yandex.net/get-altay/4388821/2a0000017aa697f5300941f084ce84d626a6/XXXL,"Церковь Святого Николая Чудотворца. Построена в 1911 г., архитектор В. Косяков. Закрыта в 1932. Возвращена общине в 1993. В 2007 году до Пасхи в каменном Никольском храме начались регулярные службы, которые ранее проходили в деревянной Никольской церкви на Лоцманской.",2026-02-17 08:48:59.562,2026-02-17 11:07:11.593,"[59.959669, 29.4333]",f,f,[],2,https://yandex.ru/maps/-/CPUL5D3R,cmjmw1dtu000010mlvrhu3o7o
cml97ilza000311ttiqtjqbtb,cmkvbalj70001nhn8d6tsk8rs,Вольский краеведческий музей,Культура,https://avatars.mds.yandex.net/get-altay/10767865/2a0000018ce8a18dc0c8b431eb7181d2229a/XXXL,"Великолепная экспозиция, интересные экспонаты. Особенно понравился зал палеонтологии, где есть древние обитатели моря, растения, которым миллионы лет. Детям понравились животные и коллекция минералов.",2026-02-05 08:41:00.359,2026-02-15 21:20:01.798,"[52.044995, 47.391043]",f,f,[],12,https://yandex.ru/maps/-/CPEFjX8d,cmjmw1dtu000010mlvrhu3o7o
cml97jnlq000511tt5op9bv3m,cmkvbalj70001nhn8d6tsk8rs,Вольский краеведческий музей (Отдел истории),Культура,https://avatars.mds.yandex.net/get-altay/5487188/2a0000017f3518265486822970e798a666c7/XXXL,"Очень приятная атмосфера. Множество интереснейших экспонатов расположены в тематических залах. Экспозиции, представленные в творческом формате, способствуют продуктивному восприятию информации.",2026-02-05 08:41:49.118,2026-02-15 21:20:01.798,"[52.040562, 47.396045]",f,f,[],13,https://yandex.ru/maps/-/CPEFnMmk,cmjmw1dtu000010mlvrhu3o7o
cmlox4q280001em9grxdxccos,cmlezm8dn0001cp72sub7rdc3,Государственный историко-архитектурный и природный музей-заповедник Парк Монрепо,Природа,https://avatars.mds.yandex.net/get-altay/16569030/2a0000019895e525c7685eef7d4c9ec9264f/XXXL,"Музей «Парк Монрепо» — это уникальный природный и исторический ландшафтный комплекс, сочетающий в себе живописные пейзажи, старинные постройки и культурное наследие. Он расположен в Выборге Ленинградской области и славится своей природой, богатой растительностью и живописными видами на залив. Здесь можно насладиться тишиной и спокойствием, прогуляться среди деревьев и полюбоваться видами. В парке также есть экотропа, где можно увидеть причудливые деревья, красивые склоны и поляны, а также еловые опушки.",2026-02-16 08:34:35.12,2026-02-16 10:25:03.801,"[60.732605, 28.727875]",f,f,[],9,https://yandex.ru/maps/-/CPUSaZ8M,cmjmw1dtu000010mlvrhu3o7o
cmlo0ccda0001h5at1fq7x2ru,cmlntj8vx0001deuwrf41d6f4,Перынский скит,Церковь,https://core-pht-proxy.maps.yandex.ru/v1/photos/download?photo_id=V-zBMCemQaxCALekMzZv8w&image_size=X5L,"Сохранившаяся до наших дней церковь Рождества Пресвятой Богородицы относится к концу 12 - началу 13 в. и считается одним из самых маленьких домонгольских храмов на Руси. Прямых сведений о его постройке нет. Предполагают, что ее построили в 1226 году, когда в Новгороде находился отец Александра Невского и проходили публичные выборы архимандрита. Работы по изучению церкви были начаты в 1947 году и продолжены одновременно с реставрацией здания. Это небольшой одноглавый кубический храм.",2026-02-15 17:16:43.294,2026-02-15 21:21:19.145,"[58.473045, 31.27427]",f,f,[],10,https://yandex.ru/maps/-/CPUzn6zZ,cmjmw1dtu000010mlvrhu3o7o
